Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,ImpProb_H,ImpProb_D,ImpProb_A,HomeResult,AwayResult,Home_GF_avg,Home_GA_avg,Home_WinRate,Away_GF_avg,Away_GA_avg,Away_WinRate,Diff_GF,Diff_GA,Diff_WinRate
1993-94,1993-08-14 00:00:00+00:00,Arsenal,Coventry,0,3,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-14 00:00:00+00:00,West Ham,Wimbledon,0,2,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-14 00:00:00+00:00,Sheffield United,Swindon,3,1,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,,,,,,,,,
1993-94,1993-08-14 00:00:00+00:00,Oldham,Ipswich,0,3,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-14 00:00:00+00:00,Newcastle,Tottenham,0,1,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-14 00:00:00+00:00,Southampton,Everton,0,2,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-14 00:00:00+00:00,Liverpool,Sheffield Weds,2,0,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,,,,,,,,,
1993-94,1993-08-14 00:00:00+00:00,Chelsea,Blackburn,1,2,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-14 00:00:00+00:00,Aston Villa,Qpr,4,1,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,,,,,,,,,
1993-94,1993-08-14 00:00:00+00:00,Man City,Leeds,1,1,D,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,,,,,,,,,
1993-94,1993-08-15 00:00:00+00:00,Norwich,Man United,0,2,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-16 00:00:00+00:00,Tottenham,Arsenal,0,1,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-17 00:00:00+00:00,Everton,Man City,1,0,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,,,,,,,,,
1993-94,1993-08-17 00:00:00+00:00,Ipswich,Southampton,1,0,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,,,,,,,,,
1993-94,1993-08-17 00:00:00+00:00,Leeds,West Ham,1,0,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,,,,,,,,,
1993-94,1993-08-17 00:00:00+00:00,Wimbledon,Chelsea,1,1,D,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,,,,,,,,,
1993-94,1993-08-18 00:00:00+00:00,Swindon,Oldham,0,1,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-18 00:00:00+00:00,Qpr,Liverpool,1,3,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-18 00:00:00+00:00,Sheffield Weds,Aston Villa,0,0,D,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,,,,,,,,,
1993-94,1993-08-18 00:00:00+00:00,Coventry,Newcastle,2,1,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,,,,,,,,,
1993-94,1993-08-18 00:00:00+00:00,Blackburn,Norwich,2,3,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,,,,,,,,,
1993-94,1993-08-18 00:00:00+00:00,Man United,Sheffield United,3,0,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,,,,,,,,,
1993-94,1993-08-21 00:00:00+00:00,Wimbledon,Aston Villa,2,2,D,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1993-94,1993-08-21 00:00:00+00:00,Tottenham,Man City,1,0,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1993-94,1993-08-21 00:00:00+00:00,Qpr,Southampton,2,1,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
1993-94,1993-08-21 00:00:00+00:00,Man United,Newcastle,1,1,D,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,3.0,0.0,1.0,1.0,2.0,0.0,2.0,-2.0,1.0
1993-94,1993-08-21 00:00:00+00:00,Sheffield Weds,Arsenal,0,1,A,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0
1993-94,1993-08-21 00:00:00+00:00,Ipswich,Chelsea,1,0,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0
1993-94,1993-08-21 00:00:00+00:00,Everton,Sheffield United,4,2,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.0,0.0,1.0,0.0,3.0,0.0,1.0,-3.0,1.0
1993-94,1993-08-21 00:00:00+00:00,Coventry,West Ham,1,1,D,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
1993-94,1993-08-21 00:00:00+00:00,Blackburn,Oldham,1,0,H,,,,,,,,,,,,,,,,,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,2.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,-1.0
